Nro.,Escuela Profesional,Sede,Edad,Sexo,1.1 Semestre,1.2 Estado civil,1.3 Tiene Hijos,1.4 Trabaja y estudia,1.5 Vive Solo,1.6 Promedio ponderado,1.7 Nivel Socioeconómico,1.8 Excelencia académica
6455,INGENIERÍA CIVIL,CUSCO,21,Masculino,4 semestre,Soltero,No,Si,Si,12.984,C,0
6456,INGENIERÍA CIVIL,CUSCO,19,Masculino,4 semestre,Soltero,No,Si,No,16.454,A,1
6457,INGENIERÍA CIVIL,CUSCO,26,Masculino,4 semestre,Soltero,No,No,No,12.793,A,0
6458,INGENIERÍA CIVIL,SICUANI,20,Masculino,1 semestre,Soltero,Si,Si,Si,11.643,B,1
6459,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,Si,No,17.931,A,0
6460,INGENIERÍA CIVIL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,13.804,B,1
6461,INGENIERÍA CIVIL,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,15.072,C,0
6462,INGENIERÍA CIVIL,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,11.098,B,1
6463,INGENIERÍA CIVIL,CUSCO,31,Masculino,10 semestre,Soltero,Si,Si,No,19.487,B,1
6464,INGENIERÍA CIVIL,CUSCO,24,Femenino,9 semestre,Soltero,No,Si,No,12.789,B,1
6465,INGENIERÍA CIVIL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,Si,17.244,B,1
6466,INGENIERÍA CIVIL,CUSCO,30,Masculino,10 semestre,Conviviente,Si,Si,No,18.835,A,0
6467,INGENIERÍA CIVIL,CUSCO,28,Masculino,5 semestre,Soltero,No,Si,Si,18.942,C,0
6468,INGENIERÍA CIVIL,CUSCO,21,Masculino,6 semestre,Casado,Si,Si,Si,18.981,A,1
6469,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,14.696,C,0
6470,INGENIERÍA CIVIL,CUSCO,22,Femenino,6 semestre,Soltero,No,Si,Si,14.71,C,0
6471,INGENIERÍA CIVIL,CUSCO,31,Femenino,9 semestre,Soltero,No,Si,Si,18.764,A,0
6472,INGENIERÍA CIVIL,CUSCO,26,Masculino,8 semestre,Soltero,Si,Si,Si,13.371,B,0
6473,INGENIERÍA CIVIL,CUSCO,31,Femenino,8 semestre,Soltero,No,Si,No,12.775,B,1
6474,INGENIERÍA CIVIL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,11.959,C,0
6475,INGENIERÍA CIVIL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,14.945,A,0
6476,INGENIERÍA CIVIL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,15.719,C,1
6477,INGENIERÍA CIVIL,CUSCO,23,Masculino,3 semestre,Soltero,No,Si,No,14.261,A,0
6478,INGENIERÍA CIVIL,CUSCO,21,Masculino,7 semestre,Soltero,No,No,No,11.94,B,1
6479,INGENIERÍA CIVIL,CUSCO,21,Masculino,3 semestre,Soltero,No,No,No,16.012,C,0
6480,INGENIERÍA CIVIL,CUSCO,27,Masculino,6 semestre,Soltero,No,Si,No,13.928,B,0
6481,INGENIERÍA CIVIL,CUSCO,28,Masculino,6 semestre,Soltero,No,Si,Si,17.321,B,1
6482,INGENIERÍA CIVIL,CUSCO,18,Femenino,2 semestre,Soltero,No,No,No,15.55,B,0
6483,INGENIERÍA CIVIL,CUSCO,20,Femenino,6 semestre,Soltero,No,No,No,14.371,A,1
6484,INGENIERÍA CIVIL,CUSCO,21,Masculino,8 semestre,Soltero,No,Si,No,18.907,A,0
6485,INGENIERÍA CIVIL,CUSCO,20,Femenino,4 semestre,Soltero,No,No,Si,13.082,B,0
6486,INGENIERÍA CIVIL,CUSCO,34,Masculino,7 semestre,Soltero,No,Si,Si,16.96,B,1
6487,INGENIERÍA CIVIL,CUSCO,28,Masculino,5 semestre,Soltero,No,Si,No,14.323,C,1
6488,INGENIERÍA CIVIL,CUSCO,19,Femenino,4 semestre,Soltero,No,No,No,16.976,B,1
6489,INGENIERÍA CIVIL,CUSCO,25,Masculino,11 semestre,Soltero,No,Si,No,17.879,B,1
6490,INGENIERÍA CIVIL,CUSCO,24,Masculino,8 semestre,Soltero,No,Si,Si,18.821,B,0
6491,INGENIERÍA CIVIL,CUSCO,33,Masculino,9 semestre,Conviviente,Si,Si,No,17.195,B,0
6492,INGENIERÍA CIVIL,CUSCO,29,Masculino,9 semestre,Soltero,No,Si,No,16.698,C,1
6493,INGENIERÍA CIVIL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,11.109,B,0
6494,INGENIERÍA CIVIL,CUSCO,30,Masculino,10 semestre,Soltero,No,Si,Si,14.322,C,1
6495,INGENIERÍA CIVIL,CUSCO,26,Masculino,5 semestre,Soltero,No,No,No,17.123,B,0
6496,INGENIERÍA CIVIL,CUSCO,33,Masculino,10 semestre,Soltero,Si,Si,No,14.4,A,0
6497,INGENIERÍA CIVIL,CUSCO,23,Masculino,5 semestre,Soltero,No,Si,Si,17.499,B,0
6498,INGENIERÍA CIVIL,CUSCO,22,Masculino,3 semestre,Soltero,No,Si,Si,11.887,A,0
6499,INGENIERÍA CIVIL,CUSCO,17,Masculino,3 semestre,Soltero,No,Si,No,14.92,B,1
6500,INGENIERÍA CIVIL,SICUANI,18,Masculino,2 semestre,Soltero,No,Si,No,14.96,B,1
6501,INGENIERÍA CIVIL,PUERTO MALDONADO,20,Masculino,2 semestre,Soltero,No,Si,Si,13.856,C,1
6502,INGENIERÍA CIVIL,CUSCO,21,Femenino,3 semestre,Soltero,No,Si,No,19.296,C,0
6503,INGENIERÍA CIVIL,SICUANI,17,Masculino,1 semestre,Soltero,No,Si,No,17.044,B,0
6504,INGENIERÍA CIVIL,QUILLABAMBA,24,Masculino,2 semestre,Soltero,Si,Si,Si,16.409,C,1
6505,INGENIERÍA CIVIL,CUSCO,31,Masculino,2 semestre,Soltero,No,Si,Si,12.849,B,0
6506,INGENIERÍA CIVIL,CUSCO,24,Masculino,9 semestre,Soltero,No,Si,Si,14.131,C,0
6507,INGENIERÍA CIVIL,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,17.134,A,1
6508,INGENIERÍA CIVIL,PUERTO MALDONADO,28,Masculino,1 semestre,Soltero,No,Si,No,12.994,C,0
6509,INGENIERÍA CIVIL,CUSCO,27,Femenino,10 semestre,Soltero,No,No,No,13.444,A,0
6510,INGENIERÍA CIVIL,PUERTO MALDONADO,37,Masculino,1 semestre,Conviviente,Si,Si,No,19.352,B,0
6511,INGENIERÍA CIVIL,CUSCO,18,Femenino,2 semestre,Soltero,No,No,No,15.839,B,1
6512,INGENIERÍA CIVIL,CUSCO,25,Femenino,5 semestre,Soltero,No,No,Si,14.477,B,0
6513,INGENIERÍA CIVIL,CUSCO,19,Masculino,6 semestre,Soltero,No,No,Si,13.249,C,1
6514,INGENIERÍA CIVIL,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,Si,15.413,A,1
6515,INGENIERÍA CIVIL,CUSCO,19,Masculino,1 semestre,Soltero,No,No,No,15.873,B,0
6516,INGENIERÍA CIVIL,CUSCO,21,Masculino,9 semestre,Soltero,No,Si,No,15.208,C,0
6517,INGENIERÍA CIVIL,CUSCO,20,Femenino,5 semestre,Soltero,No,No,No,17.34,C,1
6518,INGENIERÍA CIVIL,CUSCO,30,Masculino,9 semestre,Soltero,No,Si,No,12.827,B,1
6519,INGENIERÍA CIVIL,CUSCO,23,Masculino,5 semestre,Soltero,No,No,Si,13.09,C,1
6520,INGENIERÍA CIVIL,QUILLABAMBA,18,Masculino,1 semestre,Soltero,No,Si,No,16.509,A,1
6521,INGENIERÍA CIVIL,CUSCO,18,Masculino,3 semestre,Soltero,No,No,Si,17.787,B,1
6522,INGENIERÍA CIVIL,CUSCO,22,Femenino,11 semestre,Soltero,No,Si,Si,18.355,C,1
6523,INGENIERÍA CIVIL,CUSCO,26,Femenino,14 semestre,Conviviente,No,Si,Si,16.533,A,1
6524,INGENIERÍA CIVIL,SICUANI,18,Masculino,2 semestre,Soltero,No,No,No,17.961,A,1
6525,INGENIERÍA CIVIL,CUSCO,32,Femenino,10 semestre,Soltero,No,Si,Si,17.385,C,1
6526,INGENIERÍA CIVIL,PUERTO MALDONADO,18,Femenino,1 semestre,Soltero,No,Si,No,18.541,B,0
6527,INGENIERÍA CIVIL,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,17.523,B,0
6528,INGENIERÍA CIVIL,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,Si,18.379,A,0
6529,INGENIERÍA CIVIL,CUSCO,20,Masculino,6 semestre,Soltero,No,No,No,16.732,A,1
6530,INGENIERÍA CIVIL,CUSCO,19,Masculino,3 semestre,Soltero,No,No,No,16.807,B,0
6531,INGENIERÍA CIVIL,CUSCO,31,Masculino,8 semestre,Soltero,No,Si,Si,13.087,B,0
6532,INGENIERÍA CIVIL,CUSCO,31,Masculino,9 semestre,Soltero,No,Si,No,17.949,A,0
6533,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,Si,11.485,C,1
6534,INGENIERÍA CIVIL,CUSCO,24,Masculino,6 semestre,Soltero,No,Si,Si,12.008,A,0
6535,INGENIERÍA CIVIL,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,12.995,B,1
6536,INGENIERÍA CIVIL,CUSCO,30,Masculino,10 semestre,Casado,No,Si,No,16.882,C,0
6537,INGENIERÍA CIVIL,CUSCO,19,Femenino,7 semestre,Soltero,No,No,Si,11.377,C,0
6538,INGENIERÍA CIVIL,QUILLABAMBA,33,Masculino,2 semestre,Soltero,Si,Si,Si,17.809,C,1
6539,INGENIERÍA CIVIL,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,11.474,A,1
6540,INGENIERÍA CIVIL,CUSCO,30,Masculino,10 semestre,Soltero,No,No,No,11.069,A,0
6541,INGENIERÍA CIVIL,QUILLABAMBA,17,Masculino,1 semestre,Soltero,No,Si,Si,17.444,A,1
6542,INGENIERÍA CIVIL,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,Si,17.116,A,0
6543,INGENIERÍA CIVIL,CUSCO,24,Femenino,7 semestre,Soltero,No,Si,Si,14.528,C,1
6544,INGENIERÍA CIVIL,CUSCO,19,Femenino,5 semestre,Soltero,No,Si,No,17.105,C,1
6545,INGENIERÍA CIVIL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,13.945,B,1
6546,INGENIERÍA CIVIL,PUERTO MALDONADO,26,Masculino,2 semestre,Casado,Si,Si,No,18.893,B,0
6547,INGENIERÍA CIVIL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,Si,18.438,C,1
6548,INGENIERÍA CIVIL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,18.92,B,0
6549,INGENIERÍA CIVIL,CUSCO,17,Femenino,3 semestre,Soltero,No,No,No,14.542,C,0
6550,INGENIERÍA CIVIL,CUSCO,26,Femenino,6 semestre,Soltero,No,Si,No,15.606,C,0
6551,INGENIERÍA CIVIL,CUSCO,36,Masculino,10 semestre,Soltero,No,Si,No,13.568,C,1
6552,INGENIERÍA CIVIL,CUSCO,27,Masculino,9 semestre,Soltero,No,Si,Si,14.64,A,0
6553,INGENIERÍA CIVIL,CUSCO,29,Masculino,9 semestre,Soltero,No,Si,Si,13.281,B,0
6554,INGENIERÍA CIVIL,SICUANI,18,Masculino,2 semestre,Soltero,No,No,No,17.735,A,0
6555,INGENIERÍA CIVIL,CUSCO,22,Masculino,6 semestre,Soltero,No,No,Si,12.014,B,1
6556,INGENIERÍA CIVIL,CUSCO,18,Femenino,1 semestre,Soltero,No,No,No,12.425,C,0
6557,INGENIERÍA CIVIL,CUSCO,21,Femenino,8 semestre,Soltero,No,Si,No,12.178,A,0
6558,INGENIERÍA CIVIL,CUSCO,30,Masculino,7 semestre,Conviviente,No,Si,No,19.342,C,0
6559,INGENIERÍA CIVIL,CUSCO,35,Masculino,10 semestre,Soltero,No,Si,No,12.761,A,0
6560,INGENIERÍA CIVIL,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,Si,13.935,A,0
6561,INGENIERÍA CIVIL,CUSCO,31,Masculino,10 semestre,Soltero,No,Si,Si,14.113,A,0
6562,INGENIERÍA CIVIL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,13.207,B,0
6563,INGENIERÍA CIVIL,QUILLABAMBA,19,Masculino,1 semestre,Soltero,No,No,No,13.659,A,0
6564,INGENIERÍA CIVIL,CUSCO,25,Masculino,11 semestre,Soltero,No,Si,Si,11.132,C,0
6565,INGENIERÍA CIVIL,CUSCO,22,Masculino,6 semestre,Soltero,No,No,No,14.084,C,1
6566,INGENIERÍA CIVIL,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,14.78,A,1
6567,INGENIERÍA CIVIL,PUERTO MALDONADO,18,Masculino,2 semestre,Soltero,No,No,No,12.732,A,0
6568,INGENIERÍA CIVIL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,No,17.888,A,1
6569,INGENIERÍA CIVIL,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,17.024,B,1
6570,INGENIERÍA CIVIL,CUSCO,23,Masculino,3 semestre,Soltero,No,Si,No,12.229,C,0
6571,INGENIERÍA CIVIL,CUSCO,27,Femenino,6 semestre,Soltero,No,Si,Si,17.389,B,0
6572,INGENIERÍA CIVIL,CUSCO,21,Femenino,5 semestre,Soltero,No,Si,Si,16.726,C,1
6573,INGENIERÍA CIVIL,SICUANI,18,Masculino,2 semestre,Soltero,No,No,Si,13.702,C,1
6574,INGENIERÍA CIVIL,CUSCO,30,Masculino,14 semestre,Soltero,No,Si,No,12.604,B,1
6575,INGENIERÍA CIVIL,CUSCO,21,Masculino,5 semestre,Soltero,No,Si,Si,18.145,A,0
6576,INGENIERÍA CIVIL,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,18.765,A,0
6577,INGENIERÍA CIVIL,CUSCO,20,Masculino,1 semestre,Soltero,Si,Si,No,16.967,B,0
6578,INGENIERÍA CIVIL,CUSCO,24,Masculino,4 semestre,Soltero,Si,Si,Si,14.001,C,1
6579,INGENIERÍA CIVIL,CUSCO,21,Femenino,8 semestre,Soltero,No,Si,Si,12.56,C,1
6580,INGENIERÍA CIVIL,CUSCO,20,Masculino,6 semestre,Soltero,No,No,No,12.612,A,0
6581,INGENIERÍA CIVIL,CUSCO,24,Masculino,10 semestre,Soltero,No,No,No,15.44,C,0
6582,INGENIERÍA CIVIL,PUERTO MALDONADO,21,Femenino,2 semestre,Soltero,No,Si,Si,15.068,B,0
6583,INGENIERÍA CIVIL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,15.454,B,0
6584,INGENIERÍA CIVIL,CUSCO,21,Masculino,6 semestre,Soltero,No,Si,No,14.647,B,0
6585,INGENIERÍA CIVIL,CUSCO,31,Masculino,10 semestre,Soltero,Si,Si,No,11.358,A,0
6586,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,15.215,A,0
6587,INGENIERÍA CIVIL,CUSCO,26,Femenino,7 semestre,Soltero,No,Si,No,11.968,B,1
6588,INGENIERÍA CIVIL,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,15.893,B,0
6589,INGENIERÍA CIVIL,CUSCO,34,Masculino,7 semestre,Soltero,No,No,No,11.275,C,0
6590,INGENIERÍA CIVIL,PUERTO MALDONADO,17,Femenino,1 semestre,Soltero,No,Si,No,18.658,B,1
6591,INGENIERÍA CIVIL,CUSCO,28,Masculino,8 semestre,Soltero,No,Si,No,14.659,B,1
6592,INGENIERÍA CIVIL,CUSCO,23,Masculino,3 semestre,Soltero,No,Si,Si,11.928,A,0
6593,INGENIERÍA CIVIL,CUSCO,26,Masculino,10 semestre,Soltero,Si,Si,No,19.101,B,0
6594,INGENIERÍA CIVIL,CUSCO,31,Masculino,8 semestre,Conviviente,Si,Si,No,19.178,B,1
6595,INGENIERÍA CIVIL,CUSCO,19,Femenino,2 semestre,Soltero,No,No,No,13.67,A,0
6596,INGENIERÍA CIVIL,CUSCO,20,Masculino,8 semestre,Soltero,No,No,No,14.574,B,0
6597,INGENIERÍA CIVIL,CUSCO,25,Masculino,14 semestre,Soltero,No,Si,No,17.779,B,1
6598,INGENIERÍA CIVIL,CUSCO,19,Masculino,14 semestre,Casado,Si,Si,Si,12.277,C,0
6599,INGENIERÍA CIVIL,CUSCO,21,Masculino,6 semestre,Soltero,No,Si,No,15.961,B,0
6600,INGENIERÍA CIVIL,CUSCO,34,Masculino,7 semestre,Casado,No,No,No,17.478,C,1
6601,INGENIERÍA CIVIL,CUSCO,21,Masculino,11 semestre,Conviviente,No,Si,No,14.804,A,0
6602,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,Si,No,12.379,A,0
6603,INGENIERÍA CIVIL,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,15.797,C,1
6604,INGENIERÍA CIVIL,CUSCO,26,Masculino,3 semestre,Soltero,No,Si,No,11.782,B,0
6605,INGENIERÍA CIVIL,CUSCO,21,Femenino,8 semestre,Soltero,No,No,No,12.706,C,0
6606,INGENIERÍA CIVIL,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,16.586,B,1
6607,INGENIERÍA CIVIL,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,14.848,B,1
6608,INGENIERÍA CIVIL,CUSCO,22,Masculino,5 semestre,Soltero,No,Si,No,11.429,B,0
6609,INGENIERÍA CIVIL,CUSCO,20,Masculino,3 semestre,Soltero,No,Si,No,16.893,B,0
6610,INGENIERÍA CIVIL,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,Si,19.399,A,1
6611,INGENIERÍA CIVIL,CUSCO,20,Femenino,1 semestre,Soltero,No,Si,Si,11.848,B,0
6612,INGENIERÍA CIVIL,CUSCO,19,Masculino,4 semestre,Soltero,No,No,Si,11.213,C,0
6613,INGENIERÍA CIVIL,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,18.244,B,1
6614,INGENIERÍA CIVIL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,11.862,B,1
6615,INGENIERÍA CIVIL,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,13.063,B,1
6616,INGENIERÍA CIVIL,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,No,16.783,B,1
6617,INGENIERÍA CIVIL,CUSCO,21,Masculino,6 semestre,Soltero,No,No,No,18.097,C,0
6618,INGENIERÍA CIVIL,CUSCO,23,Masculino,13 semestre,Soltero,No,Si,Si,15.99,B,1
6619,INGENIERÍA CIVIL,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,Si,17.792,C,0
6620,INGENIERÍA CIVIL,CUSCO,25,Masculino,12 semestre,Soltero,No,Si,Si,14.104,C,1
6621,INGENIERÍA CIVIL,CUSCO,33,Masculino,7 semestre,Soltero,No,Si,Si,15.109,B,1
6622,INGENIERÍA CIVIL,CUSCO,25,Masculino,9 semestre,Soltero,No,No,No,14.926,B,0
6623,INGENIERÍA CIVIL,PUERTO MALDONADO,22,Masculino,2 semestre,Soltero,No,Si,No,19.495,C,0
6624,INGENIERÍA CIVIL,CUSCO,38,Masculino,7 semestre,Soltero,No,Si,No,17.858,A,0
6625,INGENIERÍA CIVIL,CUSCO,20,Femenino,5 semestre,Soltero,No,No,No,13.774,C,1
6626,INGENIERÍA CIVIL,PUERTO MALDONADO,17,Masculino,2 semestre,Soltero,No,No,Si,12.805,B,1
6627,INGENIERÍA CIVIL,SICUANI,19,Masculino,2 semestre,Soltero,No,Si,Si,13.954,B,0
6628,INGENIERÍA CIVIL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,19.074,B,1
6629,INGENIERÍA CIVIL,PUERTO MALDONADO,18,Masculino,2 semestre,Soltero,No,Si,No,15.55,C,1
6630,INGENIERÍA CIVIL,CUSCO,27,Femenino,9 semestre,Soltero,No,No,No,11.496,B,1
6631,INGENIERÍA CIVIL,CUSCO,21,Femenino,4 semestre,Soltero,No,No,Si,17.304,A,0
6632,INGENIERÍA CIVIL,CUSCO,27,Masculino,8 semestre,Soltero,No,Si,Si,15.898,C,0
6633,INGENIERÍA CIVIL,CUSCO,19,Masculino,2 semestre,Soltero,No,Si,No,17.128,C,0
6634,INGENIERÍA CIVIL,CUSCO,20,Masculino,2 semestre,Soltero,No,No,Si,11.257,A,1
6635,INGENIERÍA CIVIL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,14.028,A,0
6636,INGENIERÍA CIVIL,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,11.455,C,0
6637,INGENIERÍA CIVIL,CUSCO,19,Femenino,6 semestre,Soltero,No,No,No,18.928,B,1
6638,INGENIERÍA CIVIL,CUSCO,30,Masculino,10 semestre,Soltero,No,Si,Si,14.187,C,0
6639,INGENIERÍA CIVIL,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,Si,13.872,C,0
6640,INGENIERÍA CIVIL,CUSCO,21,Masculino,5 semestre,Soltero,No,Si,Si,15.904,A,1
6641,INGENIERÍA CIVIL,CUSCO,35,Masculino,4 semestre,Soltero,No,Si,Si,14.615,A,0
6642,INGENIERÍA CIVIL,CUSCO,31,Masculino,6 semestre,Conviviente,Si,Si,No,12.679,B,1
6643,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,17.601,B,1
6644,INGENIERÍA CIVIL,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,14.38,A,0
6645,INGENIERÍA CIVIL,CUSCO,27,Masculino,6 semestre,Soltero,No,Si,No,16.284,C,0
6646,INGENIERÍA CIVIL,CUSCO,27,Masculino,9 semestre,Soltero,No,Si,Si,18.684,B,0
6647,INGENIERÍA CIVIL,CUSCO,25,Masculino,10 semestre,Soltero,Si,Si,No,12.133,B,1
6648,INGENIERÍA CIVIL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,No,13.608,B,0
6649,INGENIERÍA CIVIL,SICUANI,20,Masculino,1 semestre,Soltero,No,No,No,13.178,B,0
6650,INGENIERÍA CIVIL,CUSCO,34,Masculino,5 semestre,Soltero,No,Si,No,18.838,A,1
6651,INGENIERÍA CIVIL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,12.745,A,0
6652,INGENIERÍA CIVIL,SICUANI,20,Masculino,1 semestre,Soltero,No,Si,Si,14.136,C,1
6653,INGENIERÍA CIVIL,CUSCO,27,Masculino,9 semestre,Soltero,No,No,No,17.193,A,1
6654,INGENIERÍA CIVIL,CUSCO,20,Masculino,7 semestre,Soltero,No,Si,No,11.683,C,1
6655,INGENIERÍA CIVIL,CUSCO,22,Femenino,5 semestre,Soltero,No,Si,No,16.113,C,0
6656,INGENIERÍA CIVIL,CUSCO,21,Femenino,3 semestre,Soltero,No,Si,No,16.04,A,0
6657,INGENIERÍA CIVIL,PUERTO MALDONADO,17,Masculino,1 semestre,Soltero,No,No,No,17.027,B,1
6658,INGENIERÍA CIVIL,CUSCO,32,Masculino,5 semestre,Soltero,No,Si,Si,12.72,C,1
6659,INGENIERÍA CIVIL,QUILLABAMBA,23,Masculino,2 semestre,Soltero,No,Si,No,14.424,C,0
6660,INGENIERÍA CIVIL,CUSCO,20,Femenino,2 semestre,Soltero,No,Si,Si,15.112,B,0
6661,INGENIERÍA CIVIL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,No,18.001,C,1
6662,INGENIERÍA CIVIL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,13.752,A,0
6663,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,13.285,C,0
6664,INGENIERÍA CIVIL,PUERTO MALDONADO,18,Masculino,2 semestre,Soltero,No,No,No,17.254,A,1
6665,INGENIERÍA CIVIL,CUSCO,28,Femenino,9 semestre,Soltero,No,Si,No,14.793,A,1
6666,INGENIERÍA CIVIL,CUSCO,21,Masculino,5 semestre,Soltero,No,Si,No,13.309,A,1
6667,INGENIERÍA CIVIL,PUERTO MALDONADO,32,Masculino,1 semestre,Casado,No,Si,No,18.248,B,0
6668,INGENIERÍA CIVIL,CUSCO,18,Femenino,1 semestre,Soltero,No,No,No,18.839,A,1
6669,INGENIERÍA CIVIL,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,17.013,A,1
6670,INGENIERÍA CIVIL,QUILLABAMBA,19,Femenino,2 semestre,Soltero,No,Si,No,15.02,B,0
6671,INGENIERÍA CIVIL,CUSCO,18,Masculino,2 semestre,Soltero,No,Si,Si,16.75,C,0
6672,INGENIERÍA CIVIL,CUSCO,25,Masculino,2 semestre,Soltero,No,Si,Si,16.539,A,0
6673,INGENIERÍA CIVIL,SICUANI,30,Masculino,1 semestre,Soltero,No,Si,No,14.997,A,1
6674,INGENIERÍA CIVIL,QUILLABAMBA,30,Femenino,2 semestre,Soltero,No,Si,No,12.434,A,0
6675,INGENIERÍA CIVIL,QUILLABAMBA,19,Masculino,2 semestre,Soltero,No,No,No,14.01,B,0
6676,INGENIERÍA CIVIL,CUSCO,25,Masculino,10 semestre,Soltero,No,Si,Si,18.587,B,1
6677,INGENIERÍA CIVIL,CUSCO,21,Masculino,6 semestre,Soltero,No,Si,Si,12.42,B,0
6678,INGENIERÍA CIVIL,CUSCO,18,Masculino,3 semestre,Soltero,No,No,No,12.458,C,0
6679,INGENIERÍA CIVIL,PUERTO MALDONADO,28,Masculino,1 semestre,Conviviente,Si,Si,No,18.137,B,0
6680,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,Si,13.516,A,0
6681,INGENIERÍA CIVIL,PUERTO MALDONADO,31,Masculino,2 semestre,Soltero,No,Si,No,14.838,C,0
6682,INGENIERÍA CIVIL,CUSCO,17,Masculino,1 semestre,Soltero,No,Si,No,15.516,B,0
6683,INGENIERÍA CIVIL,CUSCO,30,Masculino,9 semestre,Soltero,No,Si,Si,11.509,B,1
6684,INGENIERÍA CIVIL,CUSCO,20,Masculino,5 semestre,Soltero,No,No,No,15.385,B,0
6685,INGENIERÍA CIVIL,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,No,14.102,B,1
6686,INGENIERÍA CIVIL,CUSCO,25,Masculino,6 semestre,Soltero,No,Si,No,17.507,B,1
6687,INGENIERÍA CIVIL,QUILLABAMBA,18,Femenino,1 semestre,Soltero,No,Si,No,14.125,B,1
6688,INGENIERÍA CIVIL,CUSCO,29,Masculino,7 semestre,Soltero,No,Si,Si,19.033,B,1
6689,INGENIERÍA CIVIL,QUILLABAMBA,25,Masculino,1 semestre,Soltero,No,Si,Si,16.06,C,1
6690,INGENIERÍA CIVIL,CUSCO,18,Femenino,4 semestre,Soltero,No,Si,Si,18.888,B,0
6691,INGENIERÍA CIVIL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,17.198,B,1
6692,INGENIERÍA CIVIL,CUSCO,19,Masculino,4 semestre,Casado,No,No,Si,17.509,A,0
6693,INGENIERÍA CIVIL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,13.43,A,1
6694,INGENIERÍA CIVIL,CUSCO,24,Masculino,8 semestre,Soltero,No,No,Si,15.001,B,0
6695,INGENIERÍA CIVIL,QUILLABAMBA,19,Masculino,2 semestre,Soltero,No,No,No,12.575,B,1
6696,INGENIERÍA CIVIL,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,17.496,C,0
6697,INGENIERÍA CIVIL,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,No,11.709,B,1
6698,INGENIERÍA CIVIL,PUERTO MALDONADO,18,Masculino,1 semestre,Soltero,No,Si,No,18.509,C,0
